Hours;load_kw
924;8.024
925;6.224
926;6.474
927;6.474
928;4.074
929;4.274
930;46.394
931;46.214
932;51.514
933;51.074
934;52.824
935;7.524
936;2.524
937;13.3
938;13.3
939;13.3
940;13.3
941;2.5
942;5.024
943;10.724
944;14.624
945;11.224
946;6.224
947;6.224
948;8.024
949;6.224
950;6.474
951;6.474
952;4.074
953;4.274
954;46.394
955;46.214
956;51.514
957;51.074
958;52.824
959;7.524
960;2.524
961;13.3
962;13.3
963;13.3
964;13.3
965;2.5
966;5.024
967;10.724
968;14.624
969;9.604
970;4.604
971;4.604
972;6.404
973;4.604
974;4.854
975;4.854
976;4.074
977;4.274
978;1.394
979;46.214
980;51.214
981;51.074
982;52.824
983;52.824
984;2.524
985;13.3
986;13.3
987;13.3
988;13.3
989;2.5
990;5.024
991;10.724
992;14.624
993;9.604
994;4.604
995;4.604
996;6.404
997;4.604
998;4.854
999;4.854
1000;4.074
1001;4.274
1002;1.394
1003;46.214
1004;51.214
1005;51.074
1006;52.824
1007;52.824
1008;2.524
1009;13.3
1010;13.3
1011;13.3
1012;13.3
1013;2.5
1014;5.024
1015;10.724
1016;14.624
1017;11.224
1018;6.224
1019;6.224
1020;8.024
1021;6.224
1022;6.474
1023;6.474
1024;4.074
1025;4.274
1026;46.394
1027;46.214
1028;51.514
1029;51.074
1030;52.824
1031;7.524
1032;2.524
1033;13.3
1034;13.3
1035;13.3
1036;13.3
1037;2.5
1038;5.024
1039;10.724
1040;14.624
1041;11.224
1042;6.224
1043;6.224
1044;8.024
1045;6.224
1046;6.474
1047;6.474
1048;4.074
1049;4.274
1050;46.394
1051;46.214
1052;51.514
1053;51.074
1054;52.824
1055;7.524
1056;2.524
1057;13.3
1058;13.3
1059;13.3
1060;13.3
1061;2.5
1062;5.024
1063;10.724
1064;14.624
1065;11.224
1066;6.224
1067;6.224
1068;8.024
1069;6.224
1070;6.474
1071;6.474
1072;4.074
1073;4.274
1074;46.394
1075;46.214
1076;51.514
1077;51.074
1078;52.824
1079;7.524
1080;2.524
1081;13.3
1082;13.3
1083;13.3
1084;13.3
1085;2.5
1086;5.024
1087;10.724
1088;14.624
1089;11.224
1090;6.224
1091;6.224
1092;8.024
1093;6.224
1094;6.474
1095;6.474
1096;4.074
1097;4.274
1098;46.394
1099;46.214
1100;51.514
1101;51.074
1102;52.824
1103;7.524
1104;2.524
1105;13.3
1106;13.3
1107;13.3
1108;13.3
1109;2.5
1110;5.024
1111;10.724
1112;14.624
1113;11.224
1114;6.224
1115;6.224
1116;8.024
1117;6.224
1118;6.474
1119;6.474
1120;4.074
1121;4.274
1122;46.394
1123;46.214
1124;51.514
1125;51.074
1126;52.824
1127;7.524
1128;2.524
1129;13.3
1130;13.3
1131;13.3
1132;13.3
1133;2.5
1134;5.024
1135;10.724
1136;14.624
1137;9.604
1138;4.604
1139;4.604
1140;6.404
1141;4.604
1142;4.854
1143;4.854
1144;4.074
1145;4.274
1146;1.394
1147;46.214
1148;51.214
1149;51.074
1150;52.824
1151;52.824
1152;2.524
1153;13.3
1154;13.3
1155;13.3
1156;13.3
1157;2.5
1158;5.024
1159;10.724
1160;14.624
1161;9.604
1162;4.604
1163;4.604
1164;6.404
1165;4.604
1166;4.854
1167;4.854
1168;4.074
1169;4.274
1170;1.394
1171;46.214
1172;51.214
1173;51.074
1174;52.824
1175;52.824
1176;2.524
1177;13.3
1178;13.3
1179;13.3
1180;13.3
1181;2.5
1182;5.024
1183;10.724
1184;14.624
1185;11.224
1186;6.224
1187;6.224
1188;8.024
1189;6.224
1190;6.474
1191;6.474
1192;4.074
1193;4.274
1194;46.394
1195;46.214
1196;51.514
1197;51.074
1198;52.824
1199;7.524
1200;2.524
1201;13.3
1202;13.3
1203;13.3
1204;13.3
1205;2.5
1206;5.024
1207;10.724
1208;14.624
1209;11.224
1210;6.224
1211;6.224
1212;8.024
1213;6.224
1214;6.474
1215;6.474
1216;4.074
1217;4.274
1218;46.394
1219;46.214
1220;51.514
1221;51.074
1222;52.824
1223;7.524
1224;2.524
1225;13.3
1226;13.3
1227;13.3
1228;13.3
1229;2.5
1230;5.024
1231;10.724
1232;14.624
1233;11.224
1234;6.224
1235;6.224
1236;8.024
1237;6.224
1238;6.474
1239;6.474
1240;4.074
1241;4.274
1242;46.394
1243;46.214
1244;51.514
1245;51.074
1246;52.824
1247;7.524
1248;2.524
1249;13.3
1250;13.3
1251;13.3
1252;13.3
1253;2.5
1254;5.024
1255;10.724
1256;14.624
1257;11.224
1258;6.224
1259;6.224
1260;8.024
1261;6.224
1262;6.474
1263;6.474
1264;4.074
1265;4.274
1266;46.394
1267;46.214
1268;51.514
1269;51.074
1270;52.824
1271;7.524
1272;2.524
1273;13.3
1274;13.3
1275;13.3
1276;13.3
1277;2.5
1278;5.024
1279;10.724
1280;14.624
1281;11.224
1282;6.224
1283;6.224
1284;8.024
1285;6.224
1286;6.474
1287;6.474
1288;4.074
1289;4.274
1290;46.394
1291;46.214
1292;51.514
1293;51.074
1294;52.824
1295;7.524
1296;2.524
1297;13.3
1298;13.3
1299;13.3
1300;13.3
1301;2.5
1302;5.024
1303;10.724
1304;14.624
1305;9.604
1306;4.604
1307;4.604
1308;6.404
1309;4.604
1310;4.854
1311;4.854
1312;4.074
1313;4.274
1314;1.394
1315;46.214
1316;51.214
1317;51.074
1318;52.824
1319;52.824
1320;2.524
1321;13.3
1322;13.3
1323;13.3
1324;13.3
1325;2.5
1326;5.024
1327;10.724
1328;14.624
1329;9.604
1330;4.604
1331;4.604
1332;6.404
1333;4.604
1334;4.854
1335;4.854
1336;4.074
1337;4.274
1338;1.394
1339;46.214
1340;51.214
1341;51.074
1342;52.824
1343;52.824
1344;2.524
1345;13.3
1346;13.3
1347;13.3
1348;13.3
1349;2.5
1350;5.024
1351;10.724
1352;14.624
1353;11.224
1354;6.224
1355;6.224
1356;8.024
1357;6.224
1358;6.474
1359;6.474
1360;4.074
1361;4.274
1362;46.394
1363;46.214
1364;51.514
1365;51.074
1366;52.824
1367;7.524
1368;2.524
1369;13.3
1370;13.3
1371;13.3
1372;13.3
1373;2.5
1374;5.024
1375;10.724
1376;14.624
1377;11.224
1378;6.224
1379;6.224
1380;8.024
1381;6.224
1382;6.474
1383;6.474
1384;4.074
1385;4.274
1386;46.394
1387;46.214
1388;51.514
1389;51.074
1390;52.824
1391;7.524
1392;2.524
1393;13.3
1394;13.3
1395;13.3
1396;13.3
1397;2.5
1398;5.024
1399;10.724
1400;14.624
1401;11.224
1402;6.224
1403;6.224
1404;8.024
1405;6.224
1406;6.474
1407;6.474
1408;4.074
1409;4.274
1410;46.394
1411;46.214
1412;51.514
1413;51.074
1414;52.824
1415;7.524
1416;2.524
1417;13.3
1418;13.3
1419;13.3
1420;13.3
1421;2.5
1422;5.024
1423;10.724
1424;14.624
1425;11.224
1426;6.224
1427;6.224
1428;8.024
1429;6.224
1430;6.474
1431;6.474
1432;4.074
1433;4.274
1434;46.394
1435;46.214
1436;51.514
1437;51.074
1438;52.824
1439;7.524
1440;2.524
1441;13.3
1442;13.3
1443;13.3
1444;13.3
1445;2.5
1446;5.024
1447;10.724
1448;14.624
1449;11.224
1450;6.224
1451;6.224
1452;8.024
1453;6.224
1454;6.474
1455;6.474
1456;4.074
1457;4.274
1458;46.394
1459;46.214
1460;51.514
1461;51.074
1462;52.824
1463;7.524
1464;2.524
1465;13.3
1466;13.3
1467;13.3
1468;13.3
1469;2.5
1470;5.024
1471;10.724
1472;14.624
1473;9.604
1474;4.604
1475;4.604
1476;6.404
1477;4.604
1478;4.854
1479;4.854
1480;4.074
1481;4.274
1482;1.394
1483;46.214
1484;51.214
1485;51.074
1486;52.824
1487;52.824
1488;2.524
1489;13.3
1490;13.3
1491;13.3
1492;13.3
1493;2.5
1494;5.024
1495;10.724
1496;14.624
1497;9.604
1498;4.604
1499;4.604
1500;6.404
1501;4.604
1502;4.854
1503;4.854
1504;4.074
1505;4.274
1506;1.394
1507;46.214
1508;51.214
1509;51.074
1510;52.824
1511;52.824
1512;2.524
1513;13.3
1514;13.3
1515;13.3
1516;13.3
1517;2.5
1518;5.024
1519;10.724
1520;14.624
1521;11.224
1522;6.224
1523;6.224
1524;8.024
1525;6.224
1526;6.474
1527;6.474
1528;4.074
1529;4.274
1530;46.394
1531;46.214
1532;51.514
1533;51.074
1534;52.824
1535;7.524
1536;2.524
1537;13.3
1538;13.3
1539;13.3
1540;13.3
1541;2.5
1542;5.024
1543;10.724
1544;14.624
1545;11.224
1546;6.224
1547;6.224
1548;8.024
1549;6.224
1550;6.474
1551;6.474
1552;4.074
1553;4.274
1554;46.394
1555;46.214
1556;51.514
1557;51.074
1558;52.824
1559;7.524
1560;2.524
1561;13.3
1562;13.3
1563;13.3
1564;13.3
1565;2.5
1566;5.024
1567;10.724
1568;14.624
1569;11.224
1570;6.224
1571;6.224
1572;8.024
1573;6.224
1574;6.474
1575;6.474
1576;4.074
1577;4.274
1578;46.394
1579;46.214
1580;51.514
1581;51.074
1582;52.824
1583;7.524
1584;2.524
1585;13.3
1586;13.3
1587;13.3
1588;13.3
1589;2.5
1590;5.024
1591;10.724
1592;14.624
1593;11.224
1594;6.224
1595;6.224
1596;8.024
1597;6.224
1598;6.474
1599;6.474
1600;4.074
1601;4.274
1602;46.394
1603;46.214
1604;51.514
1605;51.074
1606;52.824
1607;7.524
1608;2.524
1609;13.3
1610;13.3
1611;13.3
1612;13.3
1613;2.5
1614;5.024
1615;10.724
1616;14.624
1617;11.224
1618;6.224
1619;6.224
1620;8.024
1621;6.224
1622;6.474
1623;6.474
1624;4.074
1625;4.274
1626;46.394
1627;46.214
1628;51.514
1629;51.074
1630;52.824
1631;7.524
1632;2.524
1633;13.3
1634;13.3
1635;13.3
1636;13.3
1637;2.5
1638;5.024
1639;10.724
1640;14.624
1641;9.604
1642;4.604
1643;4.604
1644;6.404
1645;4.604
1646;4.854
1647;4.854
1648;4.074
1649;4.274
1650;1.394
1651;46.214
1652;51.214
1653;51.074
1654;52.824
1655;52.824
1656;2.524
1657;13.3
1658;13.3
1659;13.3
1660;13.3
1661;2.5
1662;5.024
1663;10.724
1664;14.624
1665;9.604
1666;4.604
1667;4.604
1668;6.404
1669;4.604
1670;4.854
1671;4.854
1672;4.074
1673;4.274
1674;1.394
1675;46.214
1676;51.214
1677;51.074
1678;52.824
1679;52.824
1680;2.524
1681;13.3
1682;13.3
1683;13.3
1684;13.3
1685;2.5
1686;5.024
1687;10.724
1688;14.624
1689;11.224
1690;6.224
1691;6.224
1692;8.024
1693;6.224
1694;6.474
1695;6.474
1696;4.074
1697;4.274
1698;46.394
1699;46.214
1700;51.514
1701;51.074
1702;52.824
1703;7.524
1704;2.524
1705;13.3
1706;13.3
1707;13.3
1708;13.3
1709;2.5
1710;5.024
1711;10.724
1712;14.624
1713;11.224
1714;6.224
1715;6.224
1716;8.024
1717;6.224
1718;6.474
1719;6.474
1720;4.074
1721;4.274
1722;46.394
1723;46.214
1724;51.514
1725;51.074
1726;52.824
1727;7.524
1728;2.524
1729;13.3
1730;13.3
1731;13.3
1732;13.3
1733;2.5
1734;5.024
1735;10.724
1736;14.624
1737;11.224
1738;6.224
1739;6.224
1740;8.024
1741;6.224
1742;6.474
1743;6.474
1744;4.074
1745;4.274
1746;46.394
1747;46.214
1748;51.514
1749;51.074
1750;52.824
1751;7.524
1752;2.524
1753;13.3
1754;13.3
1755;13.3
1756;13.3
1757;2.5
1758;5.024
1759;10.724
1760;14.624
1761;11.224
1762;6.224
1763;6.224
1764;8.024
1765;6.224
1766;6.474
1767;6.474
1768;4.074
1769;4.274
1770;46.394
1771;46.214
1772;51.514
1773;51.074
1774;52.824
1775;7.524
1776;2.524
1777;13.3
1778;13.3
1779;13.3
1780;13.3
1781;2.5
1782;5.024
1783;10.724
1784;14.624
1785;11.224
1786;6.224
1787;6.224
1788;8.024
1789;6.224
1790;6.474
1791;6.474
1792;4.074
1793;4.274
1794;46.394
1795;46.214
1796;51.514
1797;51.074
1798;52.824
1799;7.524
1800;2.524
1801;13.3
1802;13.3
1803;13.3
1804;13.3
1805;2.5
1806;5.024
1807;10.724
1808;14.624
1809;9.604
1810;4.604
1811;4.604
1812;6.404
1813;4.604
1814;4.854
1815;4.854
1816;4.074
1817;4.274
1818;1.394
1819;46.214
1820;51.214
1821;51.074
1822;52.824
1823;52.824
1824;2.524
1825;13.3
1826;13.3
1827;13.3
1828;13.3
1829;2.5
1830;5.024
1831;10.724
1832;14.624
1833;9.604
1834;4.604
1835;4.604
1836;6.404
1837;4.604
1838;4.854
1839;4.854
1840;4.074
1841;4.274
1842;1.394
1843;46.214
1844;51.214
1845;51.074
1846;52.824
1847;52.824
1848;2.524
1849;13.3
1850;13.3
1851;13.3
1852;13.3
1853;2.5
1854;5.024
1855;10.724
1856;14.624
1857;11.224
1858;6.224
1859;6.224
1860;8.024
1861;6.224
1862;6.474
1863;6.474
1864;4.074
1865;4.274
1866;46.394
1867;46.214
1868;51.514
1869;51.074
1870;52.824
1871;7.524
1872;2.524
1873;13.3
1874;13.3
1875;13.3
1876;13.3
1877;2.5
1878;5.024
1879;10.724
1880;14.624
1881;11.224
1882;6.224
1883;6.224
1884;8.024
1885;6.224
1886;6.474
1887;6.474
1888;4.074
1889;4.274
1890;46.394
1891;46.214
1892;51.514
1893;51.074
1894;52.824
1895;7.524
1896;2.524
1897;13.3
1898;13.3
1899;13.3
1900;13.3
1901;2.5
1902;5.024
1903;10.724
1904;14.624
1905;11.224
1906;6.224
1907;6.224
1908;8.024
1909;6.224
1910;6.474
1911;6.474
1912;4.074
1913;4.274
1914;46.394
1915;46.214
1916;51.514
1917;51.074
1918;52.824
1919;7.524
1920;2.524
1921;13.3
1922;13.3
1923;13.3
1924;13.3
1925;2.5
1926;5.024
1927;10.724
1928;14.624
1929;11.224
1930;6.224
1931;6.224
1932;8.024
1933;6.224
1934;6.474
1935;6.474
1936;4.074
1937;4.274
1938;46.394
1939;46.214
1940;51.514
1941;51.074
1942;52.824
1943;7.524
1944;2.524
1945;13.3
1946;13.3
1947;13.3
1948;13.3
1949;2.5
1950;5.024
1951;10.724
1952;14.624
1953;11.224
1954;6.224
1955;6.224
1956;8.024
1957;6.224
1958;6.474
1959;6.474
1960;4.074
1961;4.274
1962;46.394
1963;46.214
1964;51.514
1965;51.074
1966;52.824
1967;7.524
1968;2.524
1969;13.3
1970;13.3
1971;13.3
1972;13.3
1973;2.5
1974;5.024
1975;10.724
1976;14.624
1977;9.604
1978;4.604
1979;4.604
1980;6.404
1981;4.604
1982;4.854
1983;4.854
1984;4.074
1985;4.274
1986;1.394
1987;46.214
1988;51.214
1989;51.074
1990;52.824
1991;52.824
1992;2.524
1993;13.3
1994;13.3
1995;13.3
1996;13.3
1997;2.5
1998;5.024
1999;10.724
2000;14.624
2001;9.604
2002;4.604
2003;4.604
2004;6.404
2005;4.604
2006;4.854
2007;4.854
2008;4.074
2009;4.274
2010;1.394
2011;46.214
2012;51.214
2013;51.074
2014;52.824
2015;52.824
2016;2.524
2017;13.3
2018;13.3
2019;13.3
2020;13.3
2021;2.5
2022;5.024
2023;10.724
2024;14.624
2025;11.224
2026;6.224
2027;6.224
2028;8.024
2029;6.224
2030;6.474
2031;6.474
2032;4.074
2033;4.274
2034;46.394
2035;46.214
2036;51.514
2037;51.074
2038;52.824
2039;7.524
2040;2.524
2041;13.3
2042;13.3
2043;13.3
2044;13.3
2045;2.5
2046;5.024
2047;10.724
2048;14.624
2049;11.224
2050;6.224
2051;6.224
2052;8.024
2053;6.224
2054;6.474
2055;6.474
2056;4.074
2057;4.274
2058;46.394
2059;46.214
2060;51.514
2061;51.074
2062;52.824
2063;7.524
2064;2.524
2065;13.3
2066;13.3
2067;13.3
2068;13.3
2069;2.5
2070;5.024
2071;10.724
2072;14.624
2073;11.224
2074;6.224
2075;6.224
2076;8.024
2077;6.224
2078;6.474
2079;6.474
2080;4.074
2081;4.274
2082;46.394
2083;46.214
2084;51.514
2085;51.074
2086;52.824
2087;7.524
2088;2.524
2089;13.3
2090;13.3
2091;13.3
2092;13.3
2093;2.5
2094;5.024
2095;10.724
2096;14.624
2097;11.224
2098;6.224
2099;6.224
2100;8.024
2101;6.224
2102;6.474
2103;6.474
2104;4.074
2105;4.274
2106;46.394
2107;46.214
2108;51.514
2109;51.074
2110;52.824
2111;7.524
2112;2.524
2113;13.3
2114;13.3
2115;13.3
2116;13.3
2117;2.5
2118;5.024
2119;10.724
2120;14.624
2121;11.224
2122;6.224
2123;6.224
2124;8.024
2125;6.224
2126;6.474
2127;6.474
2128;4.074
2129;4.274
2130;46.394
2131;46.214
2132;51.514
2133;51.074
2134;52.824
2135;7.524
2136;2.524
2137;13.3
2138;13.3
