Hours;load_kw
2139;13.3
2140;13.3
2141;2.5
2142;5.024
2143;10.724
2144;14.624
2145;9.604
2146;4.604
2147;4.604
2148;6.404
2149;4.604
2150;4.854
2151;4.854
2152;4.074
2153;4.274
2154;1.394
2155;46.214
2156;51.214
2157;51.074
2158;52.824
2159;52.824
2160;2.524
2161;13.3
2162;13.3
2163;13.3
2164;13.3
2165;2.5
2166;5.024
2167;10.724
2168;14.624
2169;9.604
2170;4.604
2171;4.604
2172;6.404
2173;4.604
2174;4.854
2175;4.854
2176;4.074
2177;4.274
2178;1.394
2179;46.214
2180;51.214
2181;51.074
2182;52.824
2183;52.824
2184;2.524
2185;13.3
2186;13.3
2187;13.3
2188;13.3
2189;2.5
2190;5.024
2191;10.724
2192;14.624
2193;11.224
2194;6.224
2195;6.224
2196;8.024
2197;6.224
2198;6.474
2199;6.474
2200;4.074
2201;4.274
2202;46.394
2203;46.214
2204;51.514
2205;51.074
2206;52.824
2207;7.524
2208;2.524
2209;13.3
2210;13.3
2211;13.3
2212;13.3
2213;2.5
2214;5.024
2215;10.724
2216;14.624
2217;11.224
2218;6.224
2219;6.224
2220;8.024
2221;6.224
2222;6.474
2223;6.474
2224;4.074
2225;4.274
2226;46.394
2227;46.214
2228;51.514
2229;51.074
2230;52.824
2231;7.524
2232;2.524
2233;13.3
2234;13.3
2235;13.3
2236;13.3
2237;2.5
2238;5.024
2239;10.724
2240;14.624
2241;11.224
2242;6.224
2243;6.224
2244;8.024
2245;6.224
2246;6.474
2247;6.474
2248;4.074
2249;4.274
2250;46.394
2251;46.214
2252;51.514
2253;51.074
2254;52.824
2255;7.524
2256;2.524
2257;13.3
2258;13.3
2259;13.3
2260;13.3
2261;2.5
2262;5.024
2263;10.724
2264;14.624
2265;11.224
2266;6.224
2267;6.224
2268;8.024
2269;6.224
2270;6.474
2271;6.474
2272;4.074
2273;4.274
2274;46.394
2275;46.214
2276;51.514
2277;51.074
2278;52.824
2279;7.524
2280;2.524
2281;13.3
2282;13.3
2283;13.3
2284;13.3
2285;2.5
2286;5.024
2287;10.724
2288;14.624
2289;11.224
2290;6.224
2291;6.224
2292;8.024
2293;6.224
2294;6.474
2295;6.474
2296;4.074
2297;4.274
2298;46.394
2299;46.214
2300;51.514
2301;51.074
2302;52.824
2303;7.524
2304;2.524
2305;13.3
2306;13.3
2307;13.3
2308;13.3
2309;2.5
2310;5.024
2311;10.724
2312;14.624
2313;9.604
2314;4.604
2315;4.604
2316;6.404
2317;4.604
2318;4.854
2319;4.854
2320;4.074
2321;4.274
2322;1.394
2323;46.214
2324;51.214
2325;51.074
2326;52.824
2327;52.824
2328;2.524
2329;13.3
2330;13.3
2331;13.3
2332;13.3
2333;2.5
2334;5.024
2335;10.724
2336;14.624
2337;9.604
2338;4.604
2339;4.604
2340;6.404
2341;4.604
2342;4.854
2343;4.854
2344;4.074
2345;4.274
2346;1.394
2347;46.214
2348;51.214
2349;51.074
2350;52.824
2351;52.824
2352;2.524
2353;13.3
2354;13.3
2355;13.3
2356;13.3
2357;2.5
2358;5.024
2359;10.724
2360;14.624
2361;11.224
2362;6.224
2363;6.224
2364;8.024
2365;6.224
2366;6.474
2367;6.474
2368;4.074
2369;4.274
2370;46.394
2371;46.214
2372;51.514
2373;51.074
2374;52.824
2375;7.524
2376;2.524
2377;13.3
2378;13.3
2379;13.3
2380;13.3
2381;2.5
2382;5.024
2383;10.724
2384;14.624
2385;11.224
2386;6.224
2387;6.224
2388;8.024
2389;6.224
2390;6.474
2391;6.474
2392;4.074
2393;4.274
2394;46.394
2395;46.214
2396;51.514
2397;51.074
2398;52.824
2399;7.524
2400;2.524
2401;13.3
2402;13.3
2403;13.3
2404;13.3
2405;2.5
2406;5.024
2407;10.724
2408;14.624
2409;11.224
2410;6.224
2411;6.224
2412;8.024
2413;6.224
2414;6.474
2415;6.474
2416;4.074
2417;4.274
2418;46.394
2419;46.214
2420;51.514
2421;51.074
2422;52.824
2423;7.524
2424;2.524
2425;13.3
2426;13.3
2427;13.3
2428;13.3
2429;2.5
2430;5.024
2431;10.724
2432;14.624
2433;11.224
2434;6.224
2435;6.224
2436;8.024
2437;6.224
2438;6.474
2439;6.474
2440;4.074
2441;4.274
2442;46.394
2443;46.214
2444;51.514
2445;51.074
2446;52.824
2447;7.524
2448;2.524
2449;13.3
2450;13.3
2451;13.3
2452;13.3
2453;2.5
2454;5.024
2455;10.724
2456;14.624
2457;11.224
2458;6.224
2459;6.224
2460;8.024
2461;6.224
2462;6.474
2463;6.474
2464;4.074
2465;4.274
2466;46.394
2467;46.214
2468;51.514
2469;51.074
2470;52.824
2471;7.524
2472;2.524
2473;13.3
2474;13.3
2475;13.3
2476;13.3
2477;2.5
2478;5.024
2479;10.724
2480;14.624
2481;9.604
2482;4.604
2483;4.604
2484;6.404
2485;4.604
2486;4.854
2487;4.854
2488;4.074
2489;4.274
2490;1.394
2491;46.214
2492;51.214
2493;51.074
2494;52.824
2495;52.824
2496;2.524
2497;13.3
2498;13.3
2499;13.3
2500;13.3
2501;2.5
2502;5.024
2503;10.724
2504;14.624
2505;9.604
2506;4.604
2507;4.604
2508;6.404
2509;4.604
2510;4.854
2511;4.854
2512;4.074
2513;4.274
2514;1.394
2515;46.214
2516;51.214
2517;51.074
2518;52.824
2519;52.824
2520;2.524
2521;13.3
2522;13.3
2523;13.3
2524;13.3
2525;2.5
2526;5.024
2527;10.724
2528;14.624
2529;11.224
2530;6.224
2531;6.224
2532;8.024
2533;6.224
2534;6.474
2535;6.474
2536;4.074
2537;4.274
2538;46.394
2539;46.214
2540;51.514
2541;51.074
2542;52.824
2543;7.524
2544;2.524
2545;13.3
2546;13.3
2547;13.3
2548;13.3
2549;2.5
2550;5.024
2551;10.724
2552;14.624
2553;11.224
2554;6.224
2555;6.224
2556;8.024
2557;6.224
2558;6.474
2559;6.474
2560;4.074
2561;4.274
2562;46.394
2563;46.214
2564;51.514
2565;51.074
2566;52.824
2567;7.524
2568;2.524
2569;13.3
2570;13.3
2571;13.3
2572;13.3
2573;2.5
2574;5.024
2575;10.724
2576;14.624
2577;11.224
2578;6.224
2579;6.224
2580;8.024
2581;6.224
2582;6.474
2583;6.474
2584;4.074
2585;4.274
2586;46.394
2587;46.214
2588;51.514
2589;51.074
2590;52.824
2591;7.524
2592;2.524
2593;13.3
2594;13.3
2595;13.3
2596;13.3
2597;2.5
2598;5.024
2599;10.724
2600;14.624
2601;11.224
2602;6.224
2603;6.224
2604;8.024
2605;6.224
2606;6.474
2607;6.474
2608;4.074
2609;4.274
2610;46.394
2611;46.214
2612;51.514
2613;51.074
2614;52.824
2615;7.524
2616;2.524
2617;13.3
2618;13.3
2619;13.3
2620;13.3
2621;2.5
2622;5.024
2623;10.724
2624;14.624
2625;11.224
2626;6.224
2627;6.224
2628;8.024
2629;6.224
2630;6.474
2631;6.474
2632;4.074
2633;4.274
2634;46.394
2635;46.214
2636;51.514
2637;51.074
2638;52.824
2639;7.524
2640;2.524
2641;13.3
2642;13.3
2643;13.3
2644;13.3
2645;2.5
2646;5.024
2647;10.724
2648;14.624
2649;9.604
2650;4.604
2651;4.604
2652;6.404
2653;4.604
2654;4.854
2655;4.854
2656;4.074
2657;4.274
2658;1.394
2659;46.214
2660;51.214
2661;51.074
2662;52.824
2663;52.824
2664;2.524
2665;13.3
2666;13.3
2667;13.3
2668;13.3
2669;2.5
2670;5.024
2671;10.724
2672;14.624
2673;9.604
2674;4.604
2675;4.604
2676;6.404
2677;4.604
2678;4.854
2679;4.854
2680;4.074
2681;4.274
2682;1.394
2683;46.214
2684;51.214
2685;51.074
2686;52.824
2687;52.824
2688;2.524
2689;13.3
2690;13.3
2691;13.3
2692;13.3
2693;2.5
2694;5.024
2695;10.724
2696;14.624
2697;11.224
2698;6.224
2699;6.224
2700;8.024
2701;6.224
2702;6.474
2703;6.474
2704;4.074
2705;4.274
2706;46.394
2707;46.214
2708;51.514
2709;51.074
2710;52.824
2711;7.524
2712;2.524
2713;13.3
2714;13.3
2715;13.3
2716;13.3
2717;2.5
2718;5.024
2719;10.724
2720;14.624
2721;11.224
2722;6.224
2723;6.224
2724;8.024
2725;6.224
2726;6.474
2727;6.474
2728;4.074
2729;4.274
2730;46.394
2731;46.214
2732;51.514
2733;51.074
2734;52.824
2735;7.524
2736;2.524
2737;13.3
2738;13.3
2739;13.3
2740;13.3
2741;2.5
2742;5.024
2743;10.724
2744;14.624
2745;11.224
2746;6.224
2747;6.224
2748;8.024
2749;6.224
2750;6.474
2751;6.474
2752;4.074
2753;4.274
2754;46.394
2755;46.214
2756;51.514
2757;51.074
2758;52.824
2759;7.524
2760;2.524
2761;13.3
2762;13.3
2763;13.3
2764;13.3
2765;2.5
2766;5.024
2767;10.724
2768;14.624
2769;11.224
2770;6.224
2771;6.224
2772;8.024
2773;6.224
2774;6.474
2775;6.474
2776;4.074
2777;4.274
2778;46.394
2779;46.214
2780;51.514
2781;51.074
2782;52.824
2783;7.524
2784;2.524
2785;13.3
2786;13.3
2787;13.3
2788;13.3
2789;2.5
2790;5.024
2791;10.724
2792;14.624
2793;11.224
2794;6.224
2795;6.224
2796;8.024
2797;6.224
2798;6.474
2799;6.474
2800;4.074
2801;4.274
2802;46.394
2803;46.214
2804;51.514
2805;51.074
2806;52.824
2807;7.524
2808;2.524
2809;13.3
2810;13.3
2811;13.3
2812;13.3
2813;2.5
2814;5.024
2815;10.724
2816;14.624
2817;9.604
2818;4.604
2819;4.604
2820;6.404
2821;4.604
2822;4.854
2823;4.854
2824;4.074
2825;4.274
2826;1.394
2827;46.214
2828;51.214
2829;51.074
2830;52.824
2831;52.824
2832;2.524
2833;13.3
2834;13.3
2835;13.3
2836;13.3
2837;2.5
2838;5.024
2839;10.724
2840;14.624
2841;9.604
2842;4.604
2843;4.604
2844;6.404
2845;4.604
2846;4.854
2847;4.854
2848;4.074
2849;4.274
2850;1.394
2851;46.214
2852;51.214
2853;51.074
2854;52.824
2855;52.824
2856;2.524
2857;13.3
2858;13.3
2859;13.3
2860;13.3
2861;2.5
2862;5.024
2863;10.724
2864;14.624
2865;11.224
2866;6.224
2867;6.224
2868;8.024
2869;6.224
2870;6.474
2871;6.474
2872;4.074
2873;4.274
2874;46.394
2875;46.214
2876;51.514
2877;51.074
2878;52.824
2879;7.524
2880;2.524
2881;13.3
2882;13.3
2883;13.3
2884;13.3
2885;2.5
2886;5.024
2887;10.724
2888;14.624
2889;11.224
2890;6.224
2891;6.224
2892;8.024
2893;6.224
2894;6.474
2895;6.474
2896;4.074
2897;4.274
2898;46.394
2899;46.214
2900;51.514
2901;51.074
2902;52.824
2903;7.524
2904;2.524
2905;13.3
2906;13.3
2907;13.3
2908;13.3
2909;2.5
2910;5.024
2911;10.724
2912;14.624
2913;11.224
2914;6.224
2915;6.224
2916;8.024
2917;6.224
2918;6.474
2919;6.474
2920;4.074
2921;4.274
2922;46.394
2923;46.214
2924;51.514
2925;51.074
2926;52.824
2927;7.524
2928;2.524
2929;13.3
2930;13.3
2931;13.3
2932;13.3
2933;2.5
2934;5.024
2935;10.724
2936;14.624
2937;11.224
2938;6.224
2939;6.224
2940;8.024
2941;6.224
2942;6.474
2943;6.474
2944;4.074
2945;4.274
2946;46.394
2947;46.214
2948;51.514
2949;51.074
2950;52.824
2951;7.524
2952;2.524
2953;13.3
2954;13.3
2955;13.3
2956;13.3
2957;2.5
2958;5.024
2959;10.724
2960;14.624
2961;11.224
2962;6.224
2963;6.224
2964;8.024
2965;6.224
2966;6.474
2967;6.474
2968;4.074
2969;4.274
2970;46.394
2971;46.214
2972;51.514
2973;51.074
2974;52.824
2975;7.524
2976;2.524
2977;13.3
2978;13.3
2979;13.3
2980;13.3
2981;2.5
2982;5.024
2983;10.724
2984;14.624
2985;9.604
2986;4.604
2987;4.604
2988;6.404
2989;4.604
2990;4.854
2991;4.854
2992;4.074
2993;4.274
2994;1.394
2995;46.214
2996;51.214
2997;51.074
2998;52.824
2999;52.824
3000;2.524
3001;13.3
3002;13.3
3003;13.3
3004;13.3
3005;2.5
3006;5.024
3007;10.724
3008;14.624
3009;9.604
3010;4.604
3011;4.604
3012;6.404
3013;4.604
3014;4.854
3015;4.854
3016;4.074
3017;4.274
3018;1.394
3019;46.214
3020;51.214
3021;51.074
3022;52.824
3023;52.824
3024;2.524
3025;13.3
3026;13.3
3027;13.3
3028;13.3
3029;2.5
3030;5.024
3031;10.724
3032;14.624
3033;11.224
3034;6.224
3035;6.224
3036;8.024
3037;6.224
3038;6.474
3039;6.474
3040;4.074
3041;4.274
3042;46.394
3043;46.214
3044;51.514
3045;51.074
3046;52.824
3047;7.524
3048;2.524
3049;13.3
3050;13.3
3051;13.3
3052;13.3
3053;2.5
3054;5.024
3055;10.724
3056;14.624
3057;11.224
3058;6.224
3059;6.224
3060;8.024
3061;6.224
3062;6.474
3063;6.474
3064;4.074
3065;4.274
3066;46.394
3067;46.214
3068;51.514
3069;51.074
3070;52.824
3071;7.524
3072;2.524
3073;13.3
3074;13.3
3075;13.3
3076;13.3
3077;2.5
3078;5.024
3079;10.724
3080;14.624
3081;11.224
3082;6.224
3083;6.224
3084;8.024
3085;6.224
3086;6.474
3087;6.474
3088;4.074
3089;4.274
3090;46.394
3091;46.214
3092;51.514
3093;51.074
3094;52.824
3095;7.524
3096;2.524
3097;13.3
3098;13.3
3099;13.3
3100;13.3
3101;2.5
3102;5.024
3103;10.724
3104;14.624
3105;11.224
3106;6.224
3107;6.224
3108;8.024
3109;6.224
3110;6.474
3111;6.474
3112;4.074
3113;4.274
3114;46.394
3115;46.214
3116;51.514
3117;51.074
3118;52.824
3119;7.524
3120;2.524
3121;13.3
3122;13.3
3123;13.3
3124;13.3
3125;2.5
3126;5.024
3127;10.724
3128;14.624
3129;11.224
3130;6.224
3131;6.224
3132;8.024
3133;6.224
3134;6.474
3135;6.474
3136;4.074
3137;4.274
3138;46.394
3139;46.214
3140;51.514
3141;51.074
3142;52.824
3143;7.524
3144;2.524
3145;13.3
3146;13.3
3147;13.3
3148;13.3
3149;2.5
3150;5.024
3151;10.724
3152;14.624
3153;9.604
3154;4.604
3155;4.604
3156;6.404
3157;4.604
3158;4.854
3159;4.854
3160;4.074
3161;4.274
3162;1.394
3163;46.214
3164;51.214
3165;51.074
3166;52.824
3167;52.824
3168;2.524
3169;13.3
3170;13.3
3171;13.3
3172;13.3
3173;2.5
3174;5.024
3175;10.724
3176;14.624
3177;9.604
3178;4.604
3179;4.604
3180;6.404
3181;4.604
3182;4.854
3183;4.854
3184;4.074
3185;4.274
3186;1.394
3187;46.214
3188;51.214
3189;51.074
3190;52.824
3191;52.824
3192;2.524
3193;13.3
3194;13.3
3195;13.3
3196;13.3
3197;2.5
3198;5.024
3199;10.724
3200;14.624
3201;11.224
3202;6.224
3203;6.224
3204;8.024
3205;6.224
3206;6.474
3207;6.474
3208;4.074
3209;4.274
3210;46.394
3211;46.214
3212;51.514
3213;51.074
3214;52.824
3215;7.524
3216;2.524
3217;13.3
3218;13.3
3219;13.3
3220;13.3
3221;2.5
3222;5.024
3223;10.724
3224;14.624
3225;11.224
3226;6.224
3227;6.224
3228;8.024
3229;6.224
3230;6.474
3231;6.474
3232;4.074
3233;4.274
3234;46.394
3235;46.214
3236;51.514
3237;51.074
3238;52.824
3239;7.524
3240;2.524
3241;13.3
3242;13.3
3243;13.3
3244;13.3
3245;2.5
3246;5.024
3247;10.724
3248;14.624
3249;11.224
3250;6.224
3251;6.224
3252;8.024
3253;6.224
3254;6.474
3255;6.474
3256;4.074
3257;4.274
3258;46.394
3259;46.214
3260;51.514
3261;51.074
3262;52.824
3263;7.524
3264;2.524
3265;13.3
3266;13.3
3267;13.3
3268;13.3
3269;2.5
3270;5.024
3271;10.724
3272;14.624
3273;11.224
3274;6.224
3275;6.224
3276;8.024
3277;6.224
3278;6.474
3279;6.474
3280;4.074
3281;4.274
3282;46.394
3283;46.214
3284;51.514
3285;51.074
3286;52.824
3287;7.524
3288;2.524
3289;13.3
3290;13.3
3291;13.3
3292;13.3
3293;2.5
3294;5.024
3295;10.724
3296;14.624
3297;11.224
3298;6.224
3299;6.224
3300;8.024
3301;6.224
3302;6.474
3303;6.474
3304;4.074
3305;4.274
3306;46.394
3307;46.214
3308;51.514
3309;51.074
3310;52.824
3311;7.524
3312;2.524
3313;13.3
3314;13.3
3315;13.3
3316;13.3
3317;2.5
3318;5.024
3319;10.724
3320;14.624
3321;9.604
3322;4.604
3323;4.604
3324;6.404
3325;4.604
3326;4.854
3327;4.854
3328;4.074
3329;4.274
3330;1.394
3331;46.214
3332;51.214
3333;51.074
3334;52.824
3335;52.824
3336;2.524
3337;13.3
3338;13.3
3339;13.3
3340;13.3
3341;2.5
3342;5.024
3343;10.724
3344;14.624
3345;9.604
3346;4.604
3347;4.604
3348;6.404
3349;4.604
3350;4.854
3351;4.854
3352;4.074
3353;4.274
3354;1.394
3355;46.214
3356;51.214
3357;51.074
3358;52.824
3359;52.824
3360;2.524
3361;13.3
3362;13.3
3363;13.3
3364;13.3
3365;2.5
3366;5.024
3367;10.724
3368;14.624
3369;11.224
3370;6.224
3371;6.224
3372;8.024
3373;6.224
3374;6.474
3375;6.474
3376;4.074
3377;4.274
3378;46.394
3379;46.214
3380;51.514
3381;51.074
3382;52.824
3383;7.524
3384;2.524
3385;13.3
3386;13.3
3387;13.3
3388;13.3
3389;2.5
3390;5.024
3391;10.724
3392;14.624
3393;11.224
3394;6.224
3395;6.224
3396;8.024
3397;6.224
3398;6.474
3399;6.474
3400;4.074
3401;4.274
3402;46.394
3403;46.214
3404;51.514
3405;51.074
3406;52.824
3407;7.524
3408;2.524
3409;13.3
3410;13.3
3411;13.3
3412;13.3
3413;2.5
3414;5.024
3415;10.724
3416;14.624
3417;11.224
3418;6.224
3419;6.224
3420;8.024
3421;6.224
3422;6.474
3423;6.474
3424;4.074
3425;4.274
3426;46.394
3427;46.214
3428;51.514
3429;51.074
3430;52.824
3431;7.524
3432;2.524
3433;13.3
3434;13.3
3435;13.3
3436;13.3
3437;2.5
3438;5.024
3439;10.724
3440;14.624
3441;11.224
3442;6.224
3443;6.224
3444;8.024
3445;6.224
3446;6.474
3447;6.474
3448;4.074
3449;4.274
3450;46.394
3451;46.214
3452;51.514
3453;51.074
3454;52.824
3455;7.524
3456;2.524
3457;13.3
3458;13.3
3459;13.3
3460;13.3
3461;2.5
3462;5.024
3463;10.724
3464;14.624
3465;11.224
3466;6.224
3467;6.224
3468;8.024
3469;6.224
3470;6.474
3471;6.474
3472;4.074
3473;4.274
3474;46.394
3475;46.214
3476;51.514
3477;51.074
3478;52.824
3479;7.524
3480;2.524
3481;13.3
3482;13.3
3483;13.3
3484;13.3
3485;2.5
3486;5.024
3487;10.724
3488;14.624
3489;9.604
3490;4.604
3491;4.604
3492;6.404
3493;4.604
3494;4.854
3495;4.854
3496;4.074
3497;4.274
3498;1.394
3499;46.214
3500;51.214
3501;51.074
3502;52.824
3503;52.824
3504;2.524
3505;13.3
3506;13.3
3507;13.3
3508;13.3
3509;2.5
3510;5.024
3511;10.724
3512;14.624
3513;9.604
3514;4.604
3515;4.604
3516;6.404
3517;4.604
3518;4.854
3519;4.854
3520;4.074
3521;4.274
3522;1.394
3523;46.214
3524;51.214
3525;51.074
3526;52.824
3527;52.824
3528;2.524
3529;13.3
3530;13.3
3531;13.3
3532;13.3
3533;2.5
3534;5.024
3535;10.724
3536;14.624
3537;11.224
3538;6.224
3539;6.224
3540;8.024
3541;6.224
3542;6.474
3543;6.474
3544;4.074
3545;4.274
3546;46.394
3547;46.214
3548;51.514
3549;51.074
3550;52.824
3551;7.524
3552;2.524
3553;13.3
3554;13.3
3555;13.3
3556;13.3
3557;2.5
3558;5.024
3559;10.724
3560;14.624
3561;11.224
3562;6.224
3563;6.224
3564;8.024
3565;6.224
3566;6.474
3567;6.474
3568;4.074
3569;4.274
3570;46.394
3571;46.214
3572;51.514
3573;51.074
3574;52.824
3575;7.524
3576;2.524
3577;13.3
3578;13.3
3579;13.3
3580;13.3
3581;2.5
3582;5.024
3583;10.724
3584;14.624
3585;11.224
3586;6.224
3587;6.224
3588;8.024
3589;6.224
3590;6.474
3591;6.474
3592;4.074
3593;4.274
3594;46.394
3595;46.214
3596;51.514
3597;51.074
3598;52.824
3599;7.524
3600;2.524
3601;13.3
3602;13.3
3603;13.3
3604;13.3
3605;2.5
3606;5.024
3607;10.724
3608;14.624
3609;11.224
3610;6.224
3611;6.224
3612;8.024
3613;6.224
3614;6.474
3615;6.474
3616;4.074
3617;4.274
3618;46.394
3619;46.214
3620;51.514
3621;51.074
3622;52.824
3623;7.524
3624;2.524
3625;13.3
3626;13.3
3627;13.3
3628;13.3
3629;2.5
3630;5.024
3631;10.724
3632;14.624
3633;11.224
3634;6.224
3635;6.224
3636;8.024
3637;6.224
3638;6.474
3639;6.474
3640;4.074
3641;4.274
3642;46.394
3643;46.214
3644;51.514
3645;51.074
3646;52.824
3647;7.524
3648;2.524
3649;13.3
3650;13.3
3651;13.3
3652;13.3
3653;2.5
3654;5.024
3655;10.724
3656;14.624
3657;9.604
3658;4.604
3659;4.604
3660;6.404
3661;4.604
3662;4.854
3663;4.854
3664;4.074
3665;4.274
3666;1.394
3667;46.214
3668;51.214
3669;51.074
3670;52.824
3671;52.824
3672;2.524
3673;13.3
3674;13.3
3675;13.3
3676;13.3
3677;2.5
3678;5.024
3679;10.724
3680;14.624
3681;9.604
3682;4.604
3683;4.604
3684;6.404
3685;4.604
3686;4.854
3687;4.854
3688;4.074
3689;4.274
3690;1.394
3691;46.214
3692;51.214
3693;51.074
3694;52.824
3695;52.824
3696;2.524
3697;13.3
3698;13.3
3699;13.3
3700;13.3
3701;2.5
3702;5.024
3703;10.724
3704;14.624
3705;11.224
3706;6.224
3707;6.224
3708;8.024
3709;6.224
3710;6.474
3711;6.474
3712;4.074
3713;4.274
3714;46.394
3715;46.214
3716;51.514
3717;51.074
3718;52.824
3719;7.524
3720;2.524
3721;13.3
3722;13.3
3723;13.3
3724;13.3
3725;2.5
3726;5.024
3727;10.724
3728;14.624
3729;11.224
3730;6.224
3731;6.224
3732;8.024
3733;6.224
3734;6.474
3735;6.474
3736;4.074
3737;4.274
3738;46.394
3739;46.214
3740;51.514
3741;51.074
3742;52.824
3743;7.524
3744;2.524
3745;13.3
3746;13.3
3747;13.3
3748;13.3
3749;2.5
3750;5.024
3751;10.724
3752;14.624
3753;11.224
3754;6.224
3755;6.224
3756;8.024
3757;6.224
3758;6.474
3759;6.474
3760;4.074
3761;4.274
3762;46.394
3763;46.214
3764;51.514
3765;51.074
3766;52.824
3767;7.524
3768;2.524
3769;13.3
3770;13.3
3771;13.3
3772;13.3
3773;2.5
3774;5.024
3775;10.724
3776;14.624
3777;11.224
3778;6.224
3779;6.224
3780;8.024
3781;6.224
3782;6.474
3783;6.474
3784;4.074
3785;4.274
3786;46.394
3787;46.214
3788;51.514
3789;51.074
3790;52.824
3791;7.524
3792;2.524
3793;13.3
3794;13.3
3795;13.3
3796;13.3
3797;2.5
3798;5.024
3799;10.724
3800;14.624
3801;11.224
3802;6.224
3803;6.224
3804;8.024
3805;6.224
3806;6.474
3807;6.474
3808;4.074
3809;4.274
3810;46.394
3811;46.214
3812;51.514
3813;51.074
3814;52.824
3815;7.524
3816;2.524
3817;13.3
3818;13.3
3819;13.3
3820;13.3
3821;2.5
3822;5.024
3823;10.724
3824;14.624
3825;9.604
3826;4.604
3827;4.604
3828;6.404
3829;4.604
3830;4.854
3831;4.854
3832;4.074
3833;4.274
3834;1.394
3835;46.214
3836;51.214
3837;51.074
3838;52.824
3839;52.824
3840;2.524
3841;13.3
3842;13.3
3843;13.3
3844;13.3
3845;2.5
3846;5.024
3847;10.724
3848;14.624
3849;9.604
3850;4.604
3851;4.604
3852;6.404
3853;4.604
3854;4.854
3855;4.854
3856;4.074
3857;4.274
3858;1.394
3859;46.214
3860;51.214
3861;51.074
3862;52.824
3863;52.824
3864;2.524
3865;13.3
3866;13.3
3867;13.3
3868;13.3
3869;2.5
3870;5.024
3871;10.724
3872;14.624
3873;11.224
3874;6.224
3875;6.224
3876;8.024
3877;6.224
3878;6.474
3879;6.474
3880;4.074
3881;4.274
3882;46.394
3883;46.214
3884;51.514
3885;51.074
3886;52.824
3887;7.524
3888;2.524
3889;13.3
3890;13.3
3891;13.3
3892;13.3
3893;2.5
3894;5.024
3895;10.724
3896;14.624
3897;11.224
3898;6.224
3899;6.224
3900;8.024
3901;6.224
3902;6.474
3903;6.474
3904;4.074
3905;4.274
3906;46.394
3907;46.214
3908;51.514
3909;51.074
3910;52.824
3911;7.524
3912;2.524
3913;13.3
3914;13.3
3915;13.3
3916;13.3
3917;2.5
3918;5.024
3919;10.724
3920;14.624
3921;11.224
3922;6.224
3923;6.224
3924;8.024
3925;6.224
3926;6.474
3927;6.474
3928;4.074
3929;4.274
3930;46.394
3931;46.214
3932;51.514
3933;51.074
3934;52.824
3935;7.524
3936;2.524
3937;13.3
3938;13.3
3939;13.3
3940;13.3
3941;2.5
3942;5.024
3943;10.724
3944;14.624
3945;11.224
3946;6.224
3947;6.224
3948;8.024
3949;6.224
3950;6.474
3951;6.474
3952;4.074
3953;4.274
3954;46.394
3955;46.214
3956;51.514
3957;51.074
3958;52.824
3959;7.524
3960;2.524
3961;13.3
3962;13.3
3963;13.3
3964;13.3
3965;2.5
3966;5.024
3967;10.724
3968;14.624
3969;11.224
3970;6.224
3971;6.224
3972;8.024
3973;6.224
3974;6.474
3975;6.474
3976;4.074
3977;4.274
3978;46.394
3979;46.214
3980;51.514
3981;51.074
3982;52.824
3983;7.524
3984;2.524
3985;13.3
3986;13.3
3987;13.3
3988;13.3
3989;2.5
3990;5.024
3991;10.724
3992;14.624
3993;9.604
3994;4.604
3995;4.604
3996;6.404
3997;4.604
3998;4.854
3999;4.854
4000;4.074
4001;4.274
4002;1.394
4003;46.214
4004;51.214
4005;51.074
4006;52.824
4007;52.824
4008;2.524
4009;13.3
4010;13.3
4011;13.3
4012;13.3
4013;2.5
4014;5.024
4015;10.724
4016;14.624
4017;9.604
4018;4.604
4019;4.604
4020;6.404
4021;4.604
4022;4.854
4023;4.854
4024;4.074
4025;4.274
4026;1.394
4027;46.214
4028;51.214
4029;51.074
4030;52.824
4031;52.824
4032;2.524
4033;13.3
4034;13.3
4035;13.3
4036;13.3
4037;2.5
4038;5.024
4039;10.724
4040;14.624
4041;11.224
4042;6.224
4043;6.224
4044;8.024
4045;6.224
4046;6.474
4047;6.474
4048;4.074
4049;4.274
4050;46.394
4051;46.214
4052;51.514
4053;51.074
4054;52.824
4055;7.524
4056;2.524
4057;13.3
4058;13.3
4059;13.3
4060;13.3
4061;2.5
4062;5.024
4063;10.724
4064;14.624
4065;11.224
4066;6.224
4067;6.224
4068;8.024
4069;6.224
4070;6.474
4071;6.474
4072;4.074
4073;4.274
4074;46.394
4075;46.214
4076;51.514
4077;51.074
4078;52.824
4079;7.524
4080;2.524
4081;13.3
4082;13.3
4083;13.3
4084;13.3
4085;2.5
4086;5.024
4087;10.724
4088;14.624
4089;11.224
4090;6.224
4091;6.224
4092;8.024
4093;6.224
4094;6.474
4095;6.474
4096;4.074
4097;4.274
4098;46.394
4099;46.214
4100;51.514
4101;51.074
4102;52.824
4103;7.524
4104;2.524
4105;13.3
4106;13.3
4107;13.3
4108;13.3
4109;2.5
4110;5.024
4111;10.724
4112;14.624
4113;11.224
4114;6.224
4115;6.224
4116;8.024
4117;6.224
4118;6.474
4119;6.474
4120;4.074
4121;4.274
4122;46.394
4123;46.214
4124;51.514
4125;51.074
4126;52.824
4127;7.524
4128;2.524
4129;13.3
4130;13.3
4131;13.3
4132;13.3
4133;2.5
4134;5.024
4135;10.724
4136;14.624
