hour;h_load_kw
2048;73.8717666666667
2049;73.4451666666667
2050;75.3567666666667
2051;80.0061666666667
2052;80.0061666666667
2053;108.847566666667
2054;116.553366666667
2055;120.230766666667
2056;124.194366666667
2057;127.175166666667
2058;130.501566666667
2059;133.790166666667
2060;136.625166666667
2061;139.028166666667
2062;139.946166666667
2063;139.746366666667
2064;139.886766666667
2065;138.752766666667
2066;122.925366666667
2067;102.410766666667
2068;85.1307666666667
2069;74.8761666666667
2070;73.2291666666667
2071;73.2291666666667
2072;73.2291666666667
2073;73.2291666666667
2074;73.2291666666667
2075;74.8113666666667
2076;84.3963666666667
2077;100.742166666667
2078;105.526566666667
2079;107.659566666667
2080;111.034566666667
2081;115.035966666667
2082;119.156166666667
2083;122.952366666667
2084;126.105966666667
2085;128.487366666667
2086;130.512366666667
2087;132.018966666667
2088;133.584966666667
2089;133.428366666667
2090;118.340766666667
2091;97.9773666666667
2092;81.4155666666667
2093;73.2291666666667
2094;73.2291666666667
2095;73.2291666666667
2096;73.2291666666667
2097;73.2291666666667
2098;73.2291666666667
2099;73.2291666666667
2100;79.9575666666667
2101;95.6175666666667
2102;100.331766666667
2103;101.622366666667
2104;103.998366666667
2105;107.745966666667
2106;112.271166666667
2107;116.412966666667
2108;119.652966666667
2109;122.190966666667
2110;124.318566666667
2111;126.235566666667
2112;128.163366666667
2113;128.265966666667
2114;114.166566666667
2115;97.1079666666667
2116;82.7061666666667
2117;73.2291666666667
2118;73.2291666666667
2119;73.2291666666667
2120;73.2291666666667
2121;73.2291666666667
2122;73.2291666666667
2123;75.3351666666667
2124;82.5117666666667
2125;94.8777666666667
2126;100.547766666667
2127;104.181966666667
2128;108.501966666667
2129;113.199966666667
2130;116.753166666667
2131;119.863566666667
2132;122.585166666667
2133;125.463366666667
2134;128.768166666667
2135;133.071966666667
2136;137.084166666667
2137;138.261366666667
2138;121.634766666667
2139;102.653766666667
2140;85.7679666666667
2141;74.1795666666667
2142;73.2291666666667
2143;73.2291666666667
2144;73.2291666666667
2145;73.2291666666667
2146;73.2291666666667
2147;73.2291666666667
2148;82.6359666666667
2149;99.0357666666667
2150;105.737166666667
2151;108.825966666667
2152;112.044366666667
2153;116.196966666667
2154;120.484566666667
2155;124.680366666667
2156;128.379366666667
2157;131.975766666667
2158;134.702766666667
2159;137.051766666667
2160;139.605966666667
2161;139.670766666667
2162;122.709366666667
2163;103.490766666667
2164;89.0079666666667
2165;78.4347666666667
2166;73.2291666666667
2167;73.2291666666667
2168;73.2291666666667
2169;73.2291666666667
2170;75.9453666666667
2171;82.6899666666667
2172;91.7781666666667
2173;104.014566666667
2174;109.452366666667
2175;113.723766666667
2176;118.659366666667
2177;123.265566666667
2178;127.418166666667
2179;131.111766666667
2180;134.497566666667
2181;137.732166666667
2182;140.864166666667
2183;143.423766666667
2184;145.540566666667
2185;145.319166666667
2186;128.438766666667
2187;108.107766666667
2188;91.9887666666667
2189;81.5127666666667
2190;74.5575666666667
2191;73.2291666666667
2192;73.2291666666667
2193;73.2291666666667
2194;73.2291666666667
2195;78.6939666666667
2196;87.5715666666667
2197;102.977766666667
2198;108.474966666667
2199;112.136166666667
2200;116.850366666667
2201;121.262166666667
2202;125.425566666667
2203;129.896766666667
2204;133.817166666667
2205;136.905966666667
2206;139.260366666667
2207;140.945166666667
2208;142.813566666667
2209;141.922566666667
2210;122.282766666667
2211;101.481966666667
2212;85.0119666666667
2213;74.2983666666667
2214;73.2291666666667
2215;73.2291666666667
2216;73.2291666666667
2217;73.2291666666667
2218;73.2291666666667
2219;73.2291666666667
2220;81.3777666666667
2221;97.0863666666667
2222;102.972366666667
2223;104.608566666667
2224;107.259966666667
2225;111.968766666667
2226;116.996166666667
2227;121.154166666667
2228;124.475166666667
2229;127.191366666667
2230;129.248766666667
2231;131.408766666667
2232;133.649766666667
2233;132.904566666667
2234;115.872966666667
2235;96.8757666666667
2236;82.3281666666667
2237;73.2291666666667
2238;73.2291666666667
2239;73.2291666666667
2240;73.2291666666667
2241;73.2291666666667
2242;73.2291666666667
2243;73.7313666666667
2244;81.3453666666667
2245;94.3917666666667
2246;99.3219666666667
2247;101.195766666667
2248;103.895766666667
2249;108.258966666667
2250;112.109166666667
2251;115.511166666667
2252;118.513566666667
2253;121.132566666667
2254;123.519366666667
2255;125.997966666667
2256;128.141766666667
2257;127.385766666667
2258;111.461166666667
2259;94.6077666666667
2260;81.4965666666667
2261;73.2291666666667
2262;73.2291666666667
2263;73.2291666666667
2264;73.2291666666667
2265;73.2291666666667
2266;73.2291666666667
2267;74.5845666666667
2268;82.2417666666667
2269;93.4791666666667
2270;98.8305666666667
2271;102.200166666667
2272;106.374366666667
2273;110.521566666667
2274;113.793966666667
2275;116.477766666667
2276;118.637766666667
2277;120.344166666667
2278;121.748166666667
2279;122.957766666667
2280;124.178166666667
2281;123.087366666667
2282;110.483766666667
2283;96.9297666666667
2284;85.1901666666667
2285;76.6743666666667
2286;73.2291666666667
2287;73.2291666666667
2288;73.2291666666667
2289;73.2291666666667
2290;76.3125666666667
2291;81.9555666666667
2292;89.1537666666667
2293;98.0151666666667
2294;103.447566666667
2295;107.459766666667
2296;110.829366666667
2297;114.274566666667
2298;118.043766666667
2299;121.278366666667
2300;124.172766666667
2301;126.737766666667
2302;128.249766666667
2303;128.946366666667
2304;129.637566666667
2305;127.925766666667
2306;115.856766666667
2307;103.172166666667
2308;92.7177666666667
2309;85.2387666666667
2310;80.6973666666667
2311;78.1971666666667
2312;77.7003666666667
2313;79.0665666666667
2314;81.9879666666667
2315;86.6751666666667
2316;93.1119666666667
2317;102.324366666667
2318;107.551566666667
2319;110.521566666667
2320;113.167566666667
2321;115.662366666667
2322;117.838566666667
2323;119.814966666667
2324;122.136966666667
2325;124.491366666667
2326;127.115766666667
2327;130.091166666667
2328;132.899166666667
2329;131.586966666667
2330;115.932366666667
2331;97.9665666666667
2332;83.8509666666667
2333;74.7195666666667
2334;73.2291666666667
2335;73.2291666666667
2336;73.2291666666667
2337;73.2291666666667
2338;73.2291666666667
2339;78.2673666666667
2340;85.6545666666667
2341;97.0593666666667
2342;102.513366666667
2343;104.943366666667
2344;107.346366666667
2345;109.927566666667
2346;112.811166666667
2347;115.467966666667
2348;118.459566666667
2349;121.121766666667
2350;123.681366666667
2351;126.278766666667
2352;128.633166666667
2353;127.979766666667
2354;114.414966666667
2355;98.8575666666667
2356;85.7949666666667
2357;77.7003666666667
2358;73.2291666666667
2359;73.2291666666667
2360;73.2291666666667
2361;73.2291666666667
2362;73.2291666666667
2363;76.0533666666667
2364;82.9815666666667
2365;97.0053666666667
2366;104.392566666667
2367;107.637966666667
2368;111.623166666667
2369;114.679566666667
2370;117.417366666667
2371;120.057966666667
2372;122.277366666667
2373;124.118766666667
2374;126.370566666667
2375;128.913966666667
2376;131.068566666667
2377;129.129966666667
2378;110.872566666667
2379;93.1821666666667
2380;78.6507666666667
2381;73.2291666666667
2382;73.2291666666667
2383;73.2291666666667
2384;73.2291666666667
2385;73.2291666666667
2386;73.2291666666667
2387;73.2291666666667
2388;75.7509666666667
2389;90.8871666666667
2390;98.3445666666667
2391;100.401966666667
2392;102.740166666667
2393;106.579566666667
2394;110.607966666667
2395;114.112566666667
2396;116.380566666667
2397;118.356966666667
2398;120.300966666667
2399;122.520366666667
2400;124.507566666667
2401;122.617566666667
2402;105.110766666667
2403;87.7389666666667
2404;74.3253666666667
2405;73.2291666666667
2406;73.2291666666667
2407;73.2291666666667
2408;73.2291666666667
2409;73.2291666666667
2410;73.2291666666667
2411;73.2291666666667
2412;73.2291666666667
2413;86.0109666666667
2414;92.6205666666667
2415;94.6185666666667
2416;97.6587666666667
2417;101.417166666667
2418;105.072966666667
2419;108.350766666667
2420;111.120966666667
2421;113.486166666667
2422;115.203366666667
2423;116.974566666667
2424;119.010366666667
2425;117.298566666667
2426;100.056366666667
2427;82.6629666666667
2428;73.2291666666667
2429;73.2291666666667
2430;73.2291666666667
2431;73.2291666666667
2432;73.2291666666667
2433;73.2291666666667
2434;73.2291666666667
2435;73.2291666666667
2436;73.2291666666667
2437;82.3713666666667
2438;88.8351666666667
2439;90.4875666666667
2440;92.7177666666667
2441;96.4815666666667
2442;101.303766666667
2443;105.963966666667
2444;110.175966666667
2445;113.734566666667
2446;116.013366666667
2447;117.465966666667
2448;118.529766666667
2449;115.818966666667
2450;97.2267666666667
2451;80.3787666666667
2452;73.2291666666667
2453;73.2291666666667
2454;73.2291666666667
2455;73.2291666666667
2456;73.2291666666667
2457;73.2291666666667
2458;73.2291666666667
2459;73.2291666666667
2460;73.2291666666667
2461;81.4965666666667
2462;88.8351666666667
2463;92.2965666666667
2464;96.0711666666667
2465;99.7269666666667
2466;102.950766666667
2467;105.780366666667
2468;108.312966666667
2469;110.548566666667
2470;112.438566666667
2471;113.707566666667
2472;114.711966666667
2473;111.687966666667
2474;93.4521666666667
2475;76.3611666666667
2476;73.2291666666667
2477;73.2291666666667
2478;73.2291666666667
2479;73.2291666666667
2480;73.2291666666667
2481;73.2291666666667
2482;73.2291666666667
2483;73.2291666666667
2484;73.2291666666667
2485;78.0567666666667
2486;87.2529666666667
2487;90.8115666666667
2488;94.0947666666667
2489;97.3671666666667
2490;100.914966666667
2491;104.549166666667
2492;107.648766666667
2493;110.262366666667
2494;112.524966666667
2495;113.799366666667
2496;114.890166666667
2497;111.979566666667
2498;91.9077666666667
2499;73.8987666666667
2500;73.2291666666667
2501;73.2291666666667
2502;73.2291666666667
2503;73.2291666666667
2504;73.2291666666667
2505;73.2291666666667
2506;73.2291666666667
2507;73.2291666666667
2508;73.2291666666667
2509;77.3925666666667
2510;84.8121666666667
2511;87.2961666666667
2512;89.9691666666667
2513;93.2415666666667
2514;96.3519666666667
2515;99.1113666666667
2516;101.654766666667
2517;103.814766666667
2518;105.996366666667
2519;107.853966666667
2520;109.214766666667
2521;106.595766666667
2522;91.0059666666667
2523;75.0975666666667
2524;73.2291666666667
2525;73.2291666666667
2526;73.2291666666667
2527;73.2291666666667
2528;73.2291666666667
2529;73.2291666666667
2530;73.2291666666667
2531;73.2291666666667
2532;77.7273666666667
2533;88.6731666666667
2534;94.1649666666667
2535;96.7731666666667
2536;99.1653666666667
2537;101.876166666667
2538;104.851566666667
2539;107.567766666667
2540;109.522566666667
2541;110.802366666667
2542;112.173966666667
2543;113.291766666667
2544;113.831766666667
2545;111.623166666667
2546;102.972366666667
2547;94.5699666666667
2548;87.3987666666667
2549;81.8151666666667
2550;77.4843666666667
2551;74.4225666666667
2552;74.1687666666667
2553;76.0479666666667
2554;79.4931666666667
2555;84.4449666666667
2556;91.4541666666667
2557;101.957166666667
2558;107.999766666667
2559;111.007566666667
2560;115.808166666667
2561;119.328966666667
2562;121.105566666667
2563;123.173766666667
2564;126.030366666667
2565;128.044566666667
2566;129.324366666667
2567;130.010166666667
2568;130.938966666667
2569;127.693566666667
2570;113.523966666667
2571;99.6513666666667
2572;89.5479666666667
2573;82.3227666666667
2574;76.8687666666667
2575;73.2291666666667
2576;73.2291666666667
2577;73.2291666666667
2578;74.7249666666667
2579;79.5093666666667
2580;86.5833666666667
2581;99.9861666666667
2582;109.490166666667
2583;112.497966666667
2584;115.451766666667
2585;118.497366666667
2586;121.640166666667
2587;124.831566666667
2588;127.747566666667
2589;130.328766666667
2590;132.564366666667
2591;134.513766666667
2592;136.355166666667
2593;131.824566666667
2594;111.612366666667
2595;94.4025666666667
2596;83.1165666666667
2597;75.5295666666667
2598;73.2291666666667
2599;73.2291666666667
2600;73.2291666666667
2601;73.2291666666667
2602;73.2291666666667
2603;77.5383666666667
2604;85.7679666666667
2605;98.9871666666667
2606;107.384166666667
2607;109.922166666667
2608;112.870566666667
2609;116.137566666667
2610;119.161566666667
2611;122.093766666667
2612;124.572366666667
2613;126.888966666667
2614;128.843766666667
2615;130.344966666667
2616;131.516766666667
2617;127.477566666667
2618;109.549566666667
2619;93.4521666666667
2620;82.2795666666667
2621;74.4981666666667
2622;73.2291666666667
2623;73.2291666666667
2624;73.2291666666667
2625;73.2291666666667
2626;73.2291666666667
2627;74.2983666666667
2628;81.3831666666667
2629;93.4089666666667
2630;101.130966666667
2631;103.382766666667
2632;105.683166666667
2633;108.075366666667
2634;110.548566666667
2635;113.151366666667
2636;115.586766666667
2637;117.579366666667
2638;118.767366666667
2639;119.674566666667
2640;120.543966666667
2641;117.298566666667
2642;100.536966666667
2643;86.5887666666667
2644;77.0145666666667
2645;73.2291666666667
2646;73.2291666666667
2647;73.2291666666667
2648;73.2291666666667
2649;73.2291666666667
2650;73.2291666666667
2651;75.2325666666667
2652;81.4641666666667
2653;91.0167666666667
2654;96.5409666666667
2655;99.6891666666667
2656;103.058766666667
2657;106.757766666667
2658;110.705166666667
2659;114.296166666667
2660;117.131166666667
2661;119.301966666667
2662;120.965166666667
2663;121.947966666667
2664;122.072166666667
2665;118.281366666667
2666;104.856966666667
2667;92.8257666666667
2668;83.1219666666667
2669;75.9885666666667
2670;73.2291666666667
2671;73.2291666666667
2672;73.2291666666667
2673;73.2291666666667
2674;73.2291666666667
2675;77.6139666666667
2676;83.4243666666667
2677;91.8213666666667
2678;97.7559666666667
2679;100.817766666667
2680;103.668966666667
2681;106.304166666667
2682;108.944766666667
2683;111.731166666667
2684;114.393366666667
2685;116.807166666667
2686;118.929366666667
2687;120.662766666667
2688;121.964166666667
2689;117.806166666667
2690;101.660166666667
2691;87.5607666666667
2692;76.5339666666667
2693;73.2291666666667
2694;73.2291666666667
2695;73.2291666666667
2696;73.2291666666667
2697;73.2291666666667
2698;73.2291666666667
2699;73.2291666666667
2700;77.7003666666667
2701;87.5391666666667
2702;94.2243666666667
2703;96.6165666666667
2704;98.8737666666667
2705;101.552166666667
2706;104.424966666667
2707;106.719966666667
2708;108.361566666667
2709;109.576566666667
2710;110.046366666667
2711;110.348766666667
2712;110.705166666667
2713;106.563366666667
2714;91.1031666666667
2715;78.0027666666667
2716;73.2291666666667
2717;73.2291666666667
2718;73.2291666666667
2719;73.2291666666667
2720;73.2291666666667
2721;73.2291666666667
2722;73.2291666666667
2723;73.2291666666667
2724;73.2291666666667
2725;77.7813666666667
2726;83.1921666666667
2727;86.0649666666667
2728;89.6937666666667
2729;93.2199666666667
2730;96.3303666666667
2731;98.9925666666667
2732;101.195766666667
2733;102.810366666667
2734;104.284566666667
2735;105.996366666667
2736;107.951166666667
2737;104.948766666667
2738;89.5695666666667
2739;75.0165666666667
2740;73.2291666666667
2741;73.2291666666667
2742;73.2291666666667
2743;73.2291666666667
2744;73.2291666666667
2745;73.2291666666667
2746;73.2291666666667
2747;73.2291666666667
2748;73.2291666666667
2749;73.6179666666667
2750;82.2201666666667
2751;85.1361666666667
2752;87.7281666666667
2753;90.6117666666667
2754;93.4575666666667
2755;96.3195666666667
2756;98.9547666666667
2757;101.201166666667
2758;102.983166666667
2759;104.948766666667
2760;106.989966666667
2761;103.182966666667
2762;85.7949666666667
2763;73.2291666666667
2764;73.2291666666667
2765;73.2291666666667
2766;73.2291666666667
2767;73.2291666666667
2768;73.2291666666667
2769;73.2291666666667
2770;73.2291666666667
2771;73.2291666666667
2772;73.2291666666667
2773;73.2291666666667
2774;81.7503666666667
2775;84.5853666666667
2776;87.1503666666667
2777;89.8989666666667
2778;92.8527666666667
2779;95.9901666666667
2780;99.2139666666667
2781;101.832966666667
2782;104.684166666667
2783;107.632566666667
2784;110.710566666667
2785;106.773966666667
2786;86.4861666666667
2787;73.2291666666667
2788;73.2291666666667
2789;73.2291666666667
2790;73.2291666666667
2791;73.2291666666667
2792;73.2291666666667
2793;73.2291666666667
2794;73.2291666666667
2795;73.2291666666667
2796;73.2291666666667
2797;73.2291666666667
2798;79.8603666666667
2799;82.4145666666667
2800;85.8543666666667
2801;90.0339666666667
2802;94.2621666666667
2803;98.0259666666667
2804;100.925766666667
2805;103.312566666667
2806;105.893766666667
2807;107.778366666667
2808;109.376766666667
2809;104.635566666667
2810;84.4827666666667
2811;73.2291666666667
2812;73.2291666666667
2813;73.2291666666667
2814;73.2291666666667
2815;73.2291666666667
2816;73.2291666666667
2817;73.2291666666667
2818;73.2291666666667
2819;73.2291666666667
2820;73.2291666666667
2821;73.2291666666667
2822;79.0503666666667
2823;82.3011666666667
2824;86.7345666666667
2825;91.6863666666667
2826;95.9037666666667
2827;99.6729666666667
2828;102.891366666667
2829;105.618366666667
2830;107.265366666667
2831;108.388566666667
2832;109.290366666667
2833;104.181966666667
2834;84.6663666666667
2835;73.2291666666667
2836;73.2291666666667
2837;73.2291666666667
2838;73.2291666666667
2839;73.2291666666667
2840;73.2291666666667
2841;73.2291666666667
2842;73.2291666666667
2843;73.2291666666667
2844;73.2291666666667
2845;73.2291666666667
2846;81.2913666666667
2847;85.9785666666667
2848;91.0653666666667
2849;96.0495666666667
2850;100.196766666667
2851;103.868766666667
2852;107.243766666667
2853;110.251566666667
2854;112.865166666667
2855;116.353566666667
2856;119.258766666667
2857;113.864166666667
2858;91.6431666666667
2859;73.2291666666667
2860;73.2291666666667
2861;73.2291666666667
2862;73.2291666666667
2863;73.2291666666667
2864;73.2291666666667
2865;73.2291666666667
2866;73.2291666666667
2867;73.2291666666667
2868;73.2291666666667
2869;73.2291666666667
2870;80.7081666666667
2871;85.6113666666667
2872;91.5837666666667
2873;97.0215666666667
2874;101.503566666667
2875;105.002766666667
2876;108.145566666667
2877;111.023766666667
2878;113.448366666667
2879;115.640766666667
2880;117.217566666667
2881;110.192166666667
2882;88.2303666666667
2883;73.2291666666667
2884;73.2291666666667
2885;73.2291666666667
2886;73.2291666666667
2887;73.2291666666667
2888;73.2291666666667
2889;73.2291666666667
2890;73.2291666666667
2891;73.2291666666667
2892;73.2291666666667
2893;73.2291666666667
2894;78.8289666666667
2895;82.8843666666667
2896;87.6255666666667
2897;92.1777666666667
2898;95.8389666666667
2899;99.1491666666667
2900;102.054366666667
2901;104.430366666667
2902;106.212366666667
2903;107.756766666667
2904;109.209366666667
2905;103.582566666667
2906;87.2583666666667
2907;73.2291666666667
2908;73.2291666666667
2909;73.2291666666667
2910;73.2291666666667
2911;73.2291666666667
2912;73.2291666666667
2913;73.2291666666667
2914;73.2291666666667
2915;73.2291666666667
2916;73.2291666666667
2917;73.2291666666667
2918;75.8427666666667
2919;78.9477666666667
2920;83.8563666666667
2921;88.4571666666667
2922;91.8537666666667
2923;94.4943666666667
2924;97.1079666666667
2925;99.5055666666667
2926;101.903166666667
2927;104.991966666667
2928;107.664966666667
2929;102.410766666667
2930;88.7811666666667
2931;76.4097666666667
2932;73.2291666666667
2933;73.2291666666667
2934;73.2291666666667
2935;73.2291666666667
2936;73.2291666666667
2937;73.2291666666667
2938;73.2291666666667
2939;73.2291666666667
2940;73.2291666666667
2941;79.7685666666667
2942;89.8071666666667
2943;92.7663666666667
2944;95.2719666666667
2945;98.3769666666667
2946;101.406366666667
2947;104.543766666667
2948;107.508366666667
2949;110.073366666667
2950;112.708566666667
2951;115.160166666667
2952;117.120366666667
2953;111.957966666667
2954;97.8531666666667
2955;83.6619666666667
2956;73.2291666666667
2957;73.2291666666667
2958;73.2291666666667
2959;73.2291666666667
2960;73.2291666666667
2961;73.2291666666667
2962;73.2291666666667
2963;73.2291666666667
2964;73.2291666666667
2965;78.1755666666667
2966;90.2067666666667
2967;93.1983666666667
2968;95.9631666666667
2969;99.0303666666667
2970;101.870766666667
2971;105.094566666667
2972;108.253566666667
2973;111.504366666667
2974;114.571566666667
2975;117.411966666667
2976;119.501766666667
2977;112.249566666667
2978;92.0211666666667
2979;75.9507666666667
2980;73.2291666666667
2981;73.2291666666667
2982;73.2291666666667
2983;73.2291666666667
2984;73.2291666666667
2985;73.2291666666667
2986;73.2291666666667
2987;73.2291666666667
2988;73.2291666666667
2989;80.8485666666667
2990;95.0829666666667
2991;98.3391666666667
2992;101.600766666667
2993;104.862366666667
2994;108.140166666667
2995;111.531366666667
2996;114.533766666667
2997;117.201366666667
2998;119.523366666667
2999;121.645566666667
3000;123.157566666667
3001;115.673166666667
3002;92.7987666666667
3003;74.6223666666667
3004;73.2291666666667
3005;73.2291666666667
3006;73.2291666666667
3007;73.2291666666667
3008;73.2291666666667
3009;73.2291666666667
3010;73.2291666666667
3011;73.2291666666667
3012;73.2291666666667
3013;75.0003666666667
3014;88.1925666666667
3015;91.7727666666667
3016;95.7093666666667
3017;99.8403666666667
3018;103.323366666667
3019;106.568766666667
3020;109.328166666667
3021;111.666366666667
3022;113.388966666667
3023;114.528366666667
3024;115.872966666667
3025;109.290366666667
3026;85.8435666666667
3027;73.2291666666667
3028;73.2291666666667
3029;73.2291666666667
3030;73.2291666666667
3031;73.2291666666667
3032;73.2291666666667
3033;73.2291666666667
3034;73.2291666666667
3035;73.2291666666667
3036;73.2291666666667
3037;73.8393666666667
3038;87.8793666666667
3039;92.8689666666667
3040;97.3023666666667
3041;100.871766666667
3042;103.922766666667
3043;106.719966666667
3044;109.198566666667
3045;111.547566666667
3046;113.961366666667
3047;116.067366666667
3048;117.433566666667
3049;109.457766666667
3050;85.0821666666667
3051;73.2291666666667
3052;73.2291666666667
3053;73.2291666666667
3054;73.2291666666667
3055;73.2291666666667
3056;73.2291666666667
3057;73.2291666666667
3058;73.2291666666667
3059;73.2291666666667
3060;73.2291666666667
3061;73.2291666666667
3062;81.6639666666667
3063;84.9633666666667
3064;88.7271666666667
3065;92.5125666666667
3066;96.1575666666667
3067;99.8727666666667
3068;103.339566666667
3069;106.638966666667
3070;108.809766666667
3071;110.332566666667
3072;111.876966666667
3073;105.008166666667
3074;81.7179666666667
3075;73.2291666666667
3076;73.2291666666667
3077;73.2291666666667
3078;73.2291666666667
3079;73.2291666666667
3080;73.2291666666667
3081;73.2291666666667
3082;73.2291666666667
3083;73.2291666666667
3084;73.2291666666667
3085;73.2291666666667
3086;79.5309666666667
3087;83.2029666666667
3088;86.8479666666667
3089;90.6819666666667
3090;94.3593666666667
3091;97.8153666666667
3092;100.380366666667
3093;102.599766666667
3094;104.187366666667
3095;105.769566666667
3096;107.151966666667
3097;100.941966666667
3098;79.4607666666667
3099;73.2291666666667
3100;73.2291666666667
3101;73.2291666666667
3102;73.2291666666667
3103;73.2291666666667
3104;73.2291666666667
3105;73.2291666666667
3106;73.2291666666667
3107;73.2291666666667
3108;73.2291666666667
3109;73.2291666666667
3110;77.0847666666667
3111;81.0321666666667
3112;85.2819666666667
3113;88.8891666666667
3114;91.8969666666667
3115;94.7967666666667
3116;97.5291666666667
3117;99.8187666666667
3118;101.773566666667
3119;103.290966666667
3120;104.311566666667
3121;97.9233666666667
3122;79.4445666666667
3123;73.2291666666667
3124;73.2291666666667
3125;73.2291666666667
3126;73.2291666666667
3127;73.2291666666667
3128;73.2291666666667
3129;73.2291666666667
3130;73.2291666666667
3131;73.2291666666667
3132;73.2291666666667
3133;73.2291666666667
3134;78.7749666666667
3135;82.1985666666667
3136;85.6815666666667
3137;89.8125666666667
3138;93.9165666666667
3139;98.3175666666667
3140;102.637566666667
3141;106.476966666667
3142;109.608966666667
3143;111.741966666667
3144;112.303566666667
3145;102.518766666667
3146;82.6359666666667
3147;73.2291666666667
3148;73.2291666666667
3149;73.2291666666667
3150;73.2291666666667
3151;73.2291666666667
3152;73.2291666666667
3153;73.2291666666667
3154;73.2291666666667
3155;73.2291666666667
3156;73.2291666666667
3157;73.2291666666667
3158;82.5927666666667
3159;86.9019666666667
3160;89.9745666666667
3161;92.5719666666667
3162;94.8939666666667
3163;97.7127666666667
3164;100.790766666667
3165;103.620366666667
3166;105.904566666667
3167;108.501966666667
3168;110.877966666667
3169;104.235966666667
3170;86.2485666666667
3171;73.2291666666667
3172;73.2291666666667
3173;73.2291666666667
3174;73.2291666666667
3175;73.2291666666667
3176;73.2291666666667
3177;73.2291666666667
3178;73.2291666666667
3179;73.2291666666667
3180;73.2291666666667
3181;74.1957666666667
3182;82.7601666666667
3183;84.8823666666667
3184;88.0089666666667
3185;92.2209666666667
3186;96.6219666666667
3187;100.671966666667
3188;104.014566666667
3189;106.768566666667
3190;108.323766666667
3191;109.619766666667
3192;110.786166666667
3193;104.100966666667
3194;87.2259666666667
3195;73.2291666666667
3196;73.2291666666667
3197;73.2291666666667
3198;73.2291666666667
3199;73.2291666666667
3200;73.2291666666667
3201;73.2291666666667
3202;73.2291666666667
3203;73.2291666666667
3204;73.2291666666667
3205;77.3925666666667
3206;85.8489666666667
3207;89.2293666666667
3208;92.4045666666667
3209;95.8821666666667
3210;99.4677666666667
3211;103.020966666667
3212;106.147566666667
3213;108.788166666667
3214;110.732166666667
3215;112.298166666667
3216;113.480766666667
3217;105.315966666667
3218;88.0791666666667
3219;74.8707666666667
3220;73.2291666666667
3221;73.2291666666667
3222;73.2291666666667
3223;73.2291666666667
3224;73.2291666666667
3225;73.2291666666667
3226;73.2291666666667
3227;73.2291666666667
3228;73.2291666666667
3229;74.6979666666667
3230;85.1415666666667
3231;88.0197666666667
3232;90.5199666666667
3233;93.0957666666667
3234;95.9037666666667
3235;98.4849666666667
3236;100.569366666667
3237;102.718566666667
3238;104.964966666667
3239;107.286966666667
3240;109.414566666667
3241;103.172166666667
3242;87.2853666666667
3243;73.2291666666667
3244;73.2291666666667
3245;73.2291666666667
3246;73.2291666666667
3247;73.2291666666667
3248;73.2291666666667
3249;73.2291666666667
3250;73.2291666666667
3251;73.2291666666667
3252;73.2291666666667
3253;74.2497666666667
3254;85.4493666666667
3255;90.2715666666667
3256;93.6627666666667
3257;96.6813666666667
3258;99.5217666666667
3259;102.545766666667
3260;105.332166666667
3261;107.864766666667
3262;109.652166666667
3263;111.066966666667
3264;112.357566666667
3265;104.441166666667
3266;87.2151666666667
3267;73.2291666666667
3268;73.2291666666667
3269;73.2291666666667
3270;73.2291666666667
3271;73.2291666666667
3272;73.2291666666667
3273;73.2291666666667
3274;73.2291666666667
3275;73.2291666666667
3276;73.2291666666667
3277;73.2291666666667
3278;82.7007666666667
3279;87.3879666666667
3280;90.6711666666667
3281;94.1541666666667
3282;98.2149666666667
3283;102.513366666667
3284;106.601166666667
3285;110.283966666667
3286;112.989366666667
3287;114.711966666667
3288;115.716366666667
3289;105.132366666667
3290;84.2937666666667
3291;73.2291666666667
3292;73.2291666666667
3293;73.2291666666667
3294;73.2291666666667
3295;73.2291666666667
3296;73.2291666666667
3297;73.2291666666667
3298;73.2291666666667
3299;73.2291666666667
3300;73.2291666666667
3301;74.3793666666667
3302;86.3241666666667
3303;90.2553666666667
3304;92.7771666666667
3305;95.1423666666667
3306;98.1177666666667
3307;101.406366666667
3308;104.624766666667
3309;107.286966666667
3310;109.365966666667
3311;111.153366666667
3312;112.346766666667
3313;102.610566666667
3314;84.1155666666667
3315;73.2291666666667
3316;73.2291666666667
3317;73.2291666666667
3318;73.2291666666667
3319;73.2291666666667
3320;73.2291666666667
3321;73.2291666666667
3322;73.2291666666667
3323;73.2291666666667
3324;73.2291666666667
3325;73.2291666666667
3326;81.1887666666667
3327;83.5269666666667
3328;86.2701666666667
3329;89.5371666666667
3330;93.1335666666667
3331;96.3195666666667
3332;99.1923666666667
3333;102.027366666667
3334;104.538366666667
3335;106.428366666667
3336;107.632566666667
3337;98.0097666666667
3338;79.3365666666667
3339;73.2291666666667
3340;73.2291666666667
3341;73.2291666666667
3342;73.2291666666667
3343;73.2291666666667
3344;73.2291666666667
3345;73.2291666666667
3346;73.2291666666667
3347;73.2291666666667
3348;73.2291666666667
3349;73.2291666666667
3350;76.4421666666667
3351;79.3365666666667
3352;81.1509666666667
3353;83.7753666666667
3354;86.8857666666667
3355;90.1365666666667
3356;93.5169666666667
3357;96.5949666666667
3358;99.0681666666667
3359;101.417166666667
3360;103.247766666667
3361;95.1855666666667
3362;77.3763666666667
3363;73.2291666666667
3364;73.2291666666667
3365;73.2291666666667
